,num,ra,dec,Rmag,redshift,ID,KIDS_TILE,RAJ2000,DECJ2000,FLUX_RADIUS,CLASS_STAR,MAG_GAAP_u,MAG_GAAP_g,MAG_GAAP_r,MAG_GAAP_i,MAG_GAAP_Z,MAG_GAAP_Y,MAG_GAAP_J,MAG_GAAP_H,MAG_GAAP_Ks,MAGERR_GAAP_u,MAGERR_GAAP_g,MAGERR_GAAP_r,MAGERR_GAAP_i,MAGERR_GAAP_Z,MAGERR_GAAP_Y,MAGERR_GAAP_J,MAGERR_GAAP_H,MAGERR_GAAP_Ks,FLUX_GAAP_u,FLUXERR_GAAP_u,FLUX_GAAP_g,FLUXERR_GAAP_g,FLUX_GAAP_r,FLUXERR_GAAP_r,FLUX_GAAP_i,FLUXERR_GAAP_i,FLUX_GAAP_Z,FLUXERR_GAAP_Z,FLUX_GAAP_Y,FLUXERR_GAAP_Y,FLUX_GAAP_J,FLUXERR_GAAP_J,FLUX_GAAP_H,FLUXERR_GAAP_H,FLUX_GAAP_Ks,FLUXERR_GAAP_Ks,Z_B,Z_ML,EXTINCTION_u,EXTINCTION_g,EXTINCTION_r,EXTINCTION_i,angularsep
285,444,13.4395,-28.37245,20.96,0.46992,KiDSDR4 J005345.488-282221.12 ,KIDS_13.5_-28.2 ,13.439536,-28.372535,4.238422870635986,0.020853649824857712,22.72373390197754,22.536046981811523,21.53211784362793,21.152198791503906,20.827274322509766,20.75991439819336,20.518409729003906,20.255081176757812,20.248361587524414,0.15294985473155975,0.03394750505685806,0.013722771778702736,0.03891849145293236,0.04176979884505272,0.06989389657974243,0.044028401374816895,0.07271140068769455,0.08007290214300156,7.311600214165992e-10,1.0299999742002797e-10,8.923199956711869e-10,2.7900000018621363e-11,2.2549000444627154e-09,2.8499999235598317e-11,3.626700051384546e-09,1.2999999687846042e-10,4570.595703125,175.8372039794922,4877.2978515625,313.9742736816406,6130.79345703125,248.61367797851562,7847.046875,525.514404296875,7915.49609375,583.7667846679688,0.54,0.54,0.07659527659416199,0.05968252941966057,0.041288089007139206,0.03068147972226143,0.3265567410293783
286,445,13.43646,-28.38408,22.06,0.6897,KiDSDR4 J005344.757-282302.98 ,KIDS_13.5_-28.2 ,13.436489,-28.384162,2.4117441177368164,0.0803789272904396,23.160585403442383,23.125661849975586,22.365110397338867,21.680194854736328,21.34716796875,21.204042434692383,20.719486236572266,20.406055450439453,20.208480834960938,0.2157120704650879,0.0605463869869709,0.031303469091653824,0.07442837953567505,0.06979410350322723,0.11021099984645844,0.05622589960694313,0.08907199651002884,0.08153600245714188,4.96280017081574e-10,9.860000316219697e-11,5.218300236364826e-10,2.9100000187298747e-11,1.0544000117462815e-09,3.0399998490748814e-11,2.2465000970584015e-09,1.539999933131142e-10,2832.714111328125,182.0946044921875,3241.1416015625,329.00164794921875,5095.63623046875,263.8824157714844,6829.73095703125,560.2996826171875,8212.6904296875,616.7520751953125,0.91,0.93,0.07493607699871063,0.058389678597450256,0.040393710136413574,0.030016859993338585,0.3091590067711449
287,446,13.43337,-28.38903,20.87,0.29278,KiDSDR4 J005344.021-282320.82 ,KIDS_13.5_-28.2 ,13.433421,-28.389119,3.558933973312378,0.028547149151563644,24.3077335357666,22.722713470458984,21.245174407958984,20.80097770690918,20.411136627197266,20.233684539794922,19.93937873840332,19.630416870117188,19.45391845703125,0.6138793230056763,0.044053368270397186,0.012036416679620743,0.03526024520397186,0.030847299844026566,0.047631699591875076,0.029294200241565704,0.04669849947094917,0.04332299903035164,1.7262000162610036e-10,9.759999752834148e-11,7.566299808914323e-10,3.070000156868424e-11,2.958699951705057e-09,3.279999882810358e-11,5.0499000536774474e-09,1.639999941405179e-10,6709.4814453125,190.6260223388672,7922.5068359375,347.5635681152344,10453.6337890625,282.0490417480469,13953.0732421875,600.13427734375,16455.203125,656.5941772460938,0.4,0.41000000000000003,0.07437579333782196,0.0579531192779541,0.04009170085191727,0.029792429879307747,0.3588104113584776
288,447,13.43062,-28.39244,20.95,0.29278,KiDSDR4 J005343.361-282333.11 ,KIDS_13.5_-28.2 ,13.430672,-28.392533,4.263247013092041,0.022444909438490868,22.918500900268555,22.488121032714844,21.491790771484375,21.082300186157227,20.663434982299805,20.62407112121582,20.500835418701172,20.07415199279785,19.89134407043457,0.1772543489933014,0.032654594630002975,0.013390992768108845,0.04122516140341759,0.0363009013235569,0.0621614009141922,0.043559301644563675,0.0624300017952919,0.057490501552820206,6.125300267001421e-10,1.000000013351432e-10,9.342999707229183e-10,2.809999975761368e-11,2.3432000784140428e-09,2.890000044830643e-11,3.8715000094668994e-09,1.4699999550948917e-10,5318.69189453125,177.8272705078125,5530.5478515625,316.6390686035156,6233.35400390625,250.0796661376953,9272.357421875,533.16162109375,10999.2216796875,582.4166259765625,0.5700000000000001,0.5700000000000001,0.07404202222824097,0.05769304931163788,0.03991178050637245,0.02965872921049595,0.373110123151561
289,448,13.42837,-28.42429,21.18,0.437,KiDSDR4 J005342.820-282527.76 ,KIDS_13.5_-28.2 ,13.428418,-28.424378,4.133211135864258,0.021159090101718903,23.077392578125,22.58367347717285,21.69843101501465,21.363882064819336,21.16503143310547,21.100345611572266,20.944738388061523,20.513172149658203,20.45655632019043,0.24554443359375,0.039253853261470795,0.017461324110627174,0.051193419843912125,0.054273299872875214,0.09809199720621109,0.06796079874038696,0.09256570041179657,0.09940770268440247,5.306100003821257e-10,1.199999960510567e-10,8.574400078842359e-10,3.100000117717272e-11,1.939999938471715e-09,3.120000091616504e-11,2.9903999276825743e-09,1.4100000333971963e-10,3353.57763671875,167.63710021972656,3568.949951171875,322.4407043457031,4143.27197265625,259.3448181152344,6190.6845703125,527.7937622070312,6536.8701171875,598.5016479492188,0.55,0.55,0.07103057950735092,0.0553465411067009,0.038288481533527374,0.028452450409531593,0.3513639431875764
290,449,13.42703,-28.37591,21.13,0.67435,KiDSDR4 J005342.496-282233.51 ,KIDS_13.5_-28.2 ,13.427069,-28.375977,4.776547908782959,0.0052694957703351974,24.203163146972656,22.7086124420166,21.784765243530273,21.10679817199707,20.675418853759766,20.45046615600586,20.157276153564453,19.64476203918457,19.57904815673828,0.5917767286300659,0.040656790137290955,0.017988240346312523,0.038762956857681274,0.037349600344896317,0.05438220128417015,0.03264410048723221,0.04289960116147995,0.044992201030254364,1.8713999794250924e-10,1.0199999872506638e-10,7.610900243371077e-10,2.8499999235598317e-11,1.786599979070047e-09,2.959999953477954e-11,3.7813001618758335e-09,1.3499999729216228e-10,5256.4111328125,180.82191467285156,6485.30517578125,324.8351135253906,8550.064453125,257.0691833496094,13766.498046875,543.9423217773438,14662.12109375,607.5889282226562,0.75,0.74,0.0767819881439209,0.05982799828052521,0.04138873890042305,0.0307562705129385,0.27099311886174715
291,450,13.4242,-28.38146,21.45,0.67412,KiDSDR4 J005341.811-282253.54 ,KIDS_13.5_-28.2 ,13.424214,-28.38154,3.1147050857543945,0.025225959718227386,23.86174201965332,22.806642532348633,21.885494232177734,21.15715217590332,20.847929000854492,20.607248306274414,20.25409507751465,20.02423667907715,19.6398983001709,0.40396571159362793,0.04594460129737854,0.020799290388822556,0.04241039976477623,0.045013900846242905,0.06525520235300064,0.03764830157160759,0.06439109891653061,0.0500619001686573,2.5989999041797773e-10,9.6700002172323e-11,6.994900214607469e-10,2.959999953477954e-11,1.6390999668658424e-09,3.1400000655157356e-11,3.6353000609778974e-09,1.419999950957873e-10,4484.88720703125,185.9404754638672,5614.10205078125,337.4200439453125,7821.66748046875,271.2190246582031,9706.7021484375,575.6693115234375,13864.0078125,639.2510986328125,0.75,0.75,0.07607761025428772,0.05927915871143341,0.041009049862623215,0.030474120751023293,0.2913935744911165
292,451,13.42325,-28.42052,22.07,1.00316,KiDSDR4 J005341.589-282514.17 ,KIDS_13.5_-28.2 ,13.42329,-28.420603,2.773197889328003,0.2579402029514313,,24.276891708374023,22.59458351135254,21.475971221923828,20.57994842529297,20.203386306762695,19.979734420776367,19.560604095458984,19.31841278076172,,0.19537976384162903,0.043306510895490646,0.07119056582450867,0.03319219872355461,0.0455809012055397,0.030084900557994843,0.04175009950995445,0.03758160024881363,,,1.8116000366497076e-10,3.2599999089111265e-11,8.549200236629417e-10,3.41000006010006e-11,2.7147000203342486e-09,1.780000036255558e-10,5747.65673828125,175.7122344970703,8152.099609375,342.23748779296875,10076.97265625,279.2252197265625,14884.5146484375,572.3577880859375,18646.189453125,645.4172973632812,0.8200000000000001,0.81,0.07164668291807175,0.05582660064101219,0.038620591163635254,0.028699230402708054,0.3245309651036075
293,452,13.41666,-28.3998,22.04,0.45041,KiDSDR4 J005340.006-282359.59 ,KIDS_13.5_-28.2 ,13.416692,-28.399887,2.4988110065460205,0.18858779966831207,24.74327850341797,23.836071014404297,22.426536560058594,21.719581604003906,21.437671661376953,21.17471694946289,20.770797729492188,20.517127990722656,20.27012825012207,1.0520153045654297,0.13002587854862213,0.03736254945397377,0.07715892046689987,0.0764911025762558,0.10732699930667877,0.05857250094413757,0.09885890036821365,0.0859052985906601,1.1559000284711018e-10,1.1199999955247009e-10,2.713800018039336e-10,3.2499999219615106e-11,9.967400238508617e-10,3.430000033999292e-11,2.166999912844858e-09,1.539999933131142e-10,2606.6708984375,183.6422576904297,3330.42578125,329.21844482421875,4860.9814453125,262.23663330078125,6166.1025390625,561.4385986328125,7759.3076171875,613.9298706054688,0.5,0.49,0.07425601780414581,0.057859789580106735,0.040027130395174026,0.029744450002908707,0.32918559666175684
294,453,13.41371,-28.4031,19.05,0.20403,KiDSDR4 J005339.301-282411.45 ,KIDS_13.5_-28.2 ,13.413756,-28.403182,4.8687968254089355,0.028803400695323944,22.82247543334961,20.84358024597168,19.671443939208984,19.237869262695312,18.916887283325195,18.756715774536133,18.56756591796875,18.289871215820312,18.195653915405273,0.18169143795967102,0.009120826609432697,0.003379116766154766,0.010258277878165245,0.008129759691655636,0.012771399691700935,0.00871563982218504,0.014383300207555294,0.01438899990171194,6.692800202934279e-10,1.1199999955247009e-10,4.249700147340718e-09,3.5699998512939146e-11,1.2531000237459011e-08,3.90000011452063e-11,2.116800068563407e-08,2.000000026702864e-10,26572.53125,198.969482421875,30883.560546875,363.2801208496094,36986.40625,296.9046630859375,47964.1796875,635.4050903320312,52435.5625,694.9172973632812,0.49,0.49,0.07386559993028641,0.05755557119846344,0.039816681295633316,0.029588060453534126,0.3291830398057637
295,454,13.41025,-28.388,21.8,0.43879,KiDSDR4 J005338.468-282317.10 ,KIDS_13.5_-28.2 ,13.410284,-28.388086,2.570723056793213,0.03817170113325119,22.97674560546875,22.868824005126953,21.99986457824707,21.758066177368164,21.737836837768555,21.75566864013672,21.67164421081543,21.543804168701172,21.178077697753906,0.20898745954036713,0.053595490753650665,0.025542404502630234,0.09351285547018051,0.10123699903488159,0.18557099997997284,0.13589000701904297,0.2563270032405853,0.2041040062904358,5.870600117141578e-10,1.1299999824743168e-10,6.604100044604877e-10,3.2599999089111265e-11,1.4750000110197448e-09,3.4699999817977556e-11,2.089900030810554e-09,1.8000000101547897e-10,1975.7962646484375,184.2278594970703,1949.27734375,333.1656188964844,2119.57861328125,265.2846984863281,2394.679931640625,565.3496704101562,3361.98486328125,632.0096435546875,0.45,0.5,0.07638342678546906,0.059517450630664825,0.04117390140891075,0.030596619471907616,0.3277916811143731
296,455,13.40761,-28.42311,21.02,0.11549,KiDSDR4 J005337.836-282523.48 ,KIDS_13.5_-28.2 ,13.407654,-28.423191,4.846599102020264,0.022335270419716835,22.932966232299805,21.899991989135742,21.418777465820312,21.202367782592773,20.911245346069336,20.91718292236328,20.697330474853516,20.695602416992188,20.515411376953125,0.18747642636299133,0.028059707954525948,0.016856452450156212,0.062482595443725586,0.05000879988074303,0.09886369854211807,0.06638769805431366,0.1371379941701889,0.13045699894428253,6.138800023869351e-10,1.0600000044380664e-10,1.617399991715729e-09,4.18000009605457e-11,2.5249000668026156e-09,3.9200000884198616e-11,3.4926999070705733e-09,2.0099999442635408e-10,4235.84716796875,195.10243225097656,4224.267578125,384.6485290527344,5203.18798828125,318.1507873535156,5232.43359375,660.9038696289062,6191.7060546875,743.9639282226562,0.1,0.09,0.07166312634944916,0.055839430540800095,0.03862946107983589,0.02870582975447178,0.3231666577411376
297,456,13.39989,-28.37301,22.07,0.43894,KiDSDR4 J005335.978-282223.18 ,KIDS_13.5_-28.2 ,13.399912,-28.373108000000002,1.9553200006484985,0.9717671871185303,,23.922927856445312,22.28668785095215,21.802894592285156,21.524465560913086,21.062191009521484,20.653167724609375,20.405664443969727,20.145116806030273,,0.14042878150939941,0.03186284378170967,0.08073797821998596,0.08200410008430481,0.09680020064115524,0.05208690091967583,0.08777789771556854,0.07873020321130753,,,2.497299866899283e-10,3.229999948062279e-11,1.1313000536361528e-09,3.319999830608822e-11,2.003700094732608e-09,1.4900000677720016e-10,2403.513671875,181.5338592529297,3690.16943359375,329.00164794921875,5413.49267578125,259.7057189941406,6829.39501953125,552.1324462890625,8704.15234375,631.1663208007812,0.43000000000000005,0.42000000000000004,0.07863494753837585,0.06127182021737099,0.04238756000995636,0.0314984992146492,0.35961640776758463
298,457,13.39588,-28.3775,21.33,0.45191,KiDSDR4 J005335.020-282239.35 ,KIDS_13.5_-28.2 ,13.395917,-28.377598,3.320369005203247,0.028616469353437424,,23.120384216308594,21.69468116760254,21.042390823364258,20.72671127319336,20.306930541992188,19.966392517089844,19.607879638671875,19.151029586791992,,0.07099299132823944,0.01980437897145748,0.042493514716625214,0.02646699920296669,0.050808001309633255,0.02949720062315464,0.04497599974274635,0.03364650160074234,,,5.230400001998703e-10,3.420000047049676e-11,1.9516999127944246e-09,3.559999864344299e-11,4.037000067569352e-09,1.5800000197074837e-10,5011.5009765625,122.16548156738281,7398.8896484375,346.23779296875,10190.447265625,276.85308837890625,14240.9375,589.9229736328125,21744.681640625,673.8583374023438,0.65,0.6599999999999999,0.07848239690065384,0.06115296110510826,0.04230533912777901,0.03143740072846413,0.3717556655959851
299,458,13.39389,-28.41119,21.33,0.53435,KiDSDR4 J005334.543-282440.61 ,KIDS_13.5_-28.2 ,13.393931,-28.411282,4.014763832092285,0.019538089632987976,23.87601089477539,22.849628448486328,21.778858184814453,21.472768783569336,21.22174072265625,20.916345596313477,20.757448196411133,20.450822830200195,20.316490173339844,0.5531069040298462,0.06366299837827682,0.025184137746691704,0.06424238532781601,0.034414198249578476,0.07434409856796265,0.052904099225997925,0.08474680036306381,0.07890909910202026,2.5714999574155684e-10,1.3100000251231592e-10,6.736500246518062e-10,3.950000049268709e-11,1.8107000343547952e-09,4.200000069953802e-11,2.7210000919097865e-09,1.6100000499452705e-10,3180.939697265625,100.82500457763672,4225.9765625,289.3672790527344,4921.7041015625,239.81748962402344,6555.029296875,511.6505126953125,7435.71630859375,540.4129638671875,0.4,0.37,0.07335919141769409,0.05716098099946976,0.039543699473142624,0.02938520908355713,0.3557348522632676
300,459,13.39048,-28.37374,21.63,0.44916,KiDSDR4 J005333.727-282225.73 ,KIDS_13.5_-28.2 ,13.39053,-28.373815999999998,3.482928991317749,0.017485469579696655,,23.77939224243164,22.149568557739258,21.644514083862305,21.17597198486328,21.01459503173828,20.550071716308594,20.0219669342041,19.792219161987305,,0.11389506608247757,0.03011234477162361,0.0725884661078453,0.039764899760484695,0.06966260075569153,0.04545709863305092,0.06492070108652115,0.04234100133180618,,,2.850299996026706e-10,2.989999914326802e-11,1.283600004065022e-09,3.559999864344299e-11,2.318399916489966e-09,1.549999989469697e-10,3313.010009765625,121.33856201171875,3855.44580078125,247.37152099609375,5952.880859375,249.23245239257812,9725.0048828125,581.4984130859375,12047.0458984375,469.8042907714844,0.48000000000000004,0.48000000000000004,0.07861437648534775,0.061255790293216705,0.04237646982073784,0.031490258872509,0.31613270662133985
301,460,13.38872,-28.43125,21.31,0.68834,KiDSDR4 J005333.318-282552.57 ,KIDS_13.5_-28.2 ,13.388828,-28.431271000000002,3.3160150051116943,0.04595804959535599,,23.2989501953125,21.95999526977539,20.93380355834961,20.571672439575195,20.456466674804688,20.04301643371582,19.580720901489258,19.27298927307129,,0.09148163348436356,0.02872467413544655,0.04221915826201439,0.021998699754476547,0.03839920088648796,0.028619399294257164,0.044034600257873535,0.02573150023818016,,,4.4625000916731494e-10,3.759999950281312e-11,1.5346000026283946e-09,4.059999905714484e-11,4.4747001659573016e-09,1.7399999496792162e-10,5793.220703125,117.37944030761719,6459.1943359375,228.4422607421875,9507.541015625,250.61378479003906,14612.818359375,592.657470703125,19445.10546875,460.8404235839844,0.69,0.69,0.07055862247943878,0.05497879907488823,0.03803408145904541,0.028263399377465248,0.35016476192040374
302,461,13.38509,-28.38292,20.3,0.13826,KiDSDR4 J005332.431-282258.88 ,KIDS_13.5_-28.2 ,13.38513,-28.383023,5.531847953796387,0.025065869092941284,22.86572265625,21.475914001464844,20.958538055419922,20.6939697265625,20.441747665405273,20.44379234313965,20.185794830322266,20.119871139526367,20.196855545043945,0.19464311003684998,0.015949858352541924,0.00934070348739624,0.028464553877711296,0.023114899173378944,0.061812400817871094,0.04201430082321167,0.07375670224428177,0.08929190039634705,6.414799802456628e-10,1.1500000257624876e-10,2.3688999650772757e-09,3.4799999687473715e-11,3.824200067725769e-09,3.289999869759974e-11,5.530799818131982e-09,1.4499999811956599e-10,6518.7060546875,138.78042602539062,6525.39111328125,371.4993591308594,8327.9921875,322.2651062011719,8887.5224609375,603.7509155273438,8300.400390625,682.6322021484375,0.1,0.09,0.07668173313140869,0.05974987894296646,0.041334688663482666,0.030716100707650185,0.391845545242209
303,462,13.38279,-28.40286,21.79,0.92208,KiDSDR4 J005331.889-282410.52 ,KIDS_13.5_-28.2 ,13.382874000000001,-28.402923,3.0558199882507324,0.6229913830757141,,23.839893341064453,22.377845764160156,21.246421813964844,20.53752326965332,20.102689743041992,19.725616455078125,19.71477699279785,19.246191024780273,,0.13414563238620758,0.043025240302085876,0.04991145059466362,0.021115899085998535,0.042944300919771194,0.026565900072455406,0.04813560098409653,0.03596169874072075,,,2.703300083783944e-10,3.340000151452749e-11,1.0421999929732806e-09,4.130000161306491e-11,3.350000055135638e-09,1.539999933131142e-10,5971.31494140625,116.13276672363281,8937.8349609375,353.5194396972656,12727.74609375,311.4234313964844,12910.1435546875,572.364501953125,19924.357421875,659.9338989257812,0.8200000000000001,0.8200000000000001,0.07475253194570541,0.058246660977602005,0.040294770151376724,0.02994333952665329,0.34956176255148463
304,463,13.38039,-28.39091,21.53,0.48424,KiDSDR4 J005331.299-282327.59 ,KIDS_13.5_-28.2 ,13.380415,-28.391,2.6160340309143066,0.24018169939517975,,23.750303268432617,22.017152786254883,21.311792373657227,20.86099624633789,20.618732452392578,20.052021026611328,19.95688819885254,19.604568481445312,,0.12219668179750443,0.025954149663448334,0.052698951214551926,0.03209029883146286,0.0682716965675354,0.03489939868450165,0.059319399297237396,0.04871879890561104,,,2.932100118258063e-10,3.29999985670959e-11,1.4515999513520228e-09,3.4699999817977556e-11,3.152200056533161e-09,1.5300000155704652e-10,4430.84716796875,130.95932006835938,5554.29541015625,349.257080078125,9420.634765625,302.8123474121094,10328.0751953125,564.2764282226562,14321.2470703125,642.618896484375,0.5,0.5,0.07652139663696289,0.05962495878338814,0.04124826937913895,0.030651880428195,0.33353365784345995
305,464,13.37451,-28.38948,21.19,0.53971,KiDSDR4 J005329.891-282322.44 ,KIDS_13.5_-28.2 ,13.374547,-28.389568,3.1966540813446045,0.02738288976252079,24.050525665283203,22.627519607543945,21.540742874145508,21.003568649291992,20.660720825195312,20.473268508911133,20.09037971496582,19.79136085510254,19.485748291015625,0.44368547201156616,0.03989837318658829,0.015435406938195229,0.04045642167329788,0.03228349983692169,0.061168499290943146,0.037312101572752,0.05273649841547012,0.045162398368120193,2.182800051819811e-10,8.920000155177021e-11,8.245399918394014e-10,3.0299998621252655e-11,2.250899910904991e-09,3.199999987213431e-11,4.1865999556023326e-09,1.560000045808252e-10,5327.919921875,158.42132568359375,6350.2578125,357.7624816894531,9093.666015625,312.5106506347656,12027.7158203125,584.2119140625,15977.19921875,664.5889892578125,0.65,0.65,0.07677634060382843,0.059823598712682724,0.04138569161295891,0.030753999948501587,0.33777740186099053
306,465,13.36898,-28.39219,20.61,0.11764,KiDSDR4 J005328.567-282332.20 ,KIDS_13.5_-28.2 ,13.36903,-28.392279000000002,4.495838165283203,0.027466829866170883,23.22633934020996,21.85357666015625,21.190610885620117,20.910673141479492,20.742284774780273,20.388853073120117,20.154993057250977,20.25326156616211,20.09568214416504,0.21669970452785492,0.018991146236658096,0.010607969015836716,0.03568742796778679,0.03346949815750122,0.054552700370550156,0.037540700286626816,0.07654029875993729,0.07501319795846939,4.609500003915912e-10,9.199999789766267e-11,1.6750999476400352e-09,2.9299999926291065e-11,3.090999900479119e-09,3.0199998751756496e-11,4.533100117498634e-09,1.4900000677720016e-10,4945.14111328125,152.4417724609375,6866.64453125,345.0137634277344,8570.7490234375,296.3441467285156,7861.576171875,554.2113647460938,9112.0234375,629.5473022460938,0.12000000000000001,0.12000000000000001,0.07488764077425003,0.058351948857307434,0.040367599576711655,0.029997460544109344,0.35739384210400604
307,466,13.36594,-28.40639,20.11,0.4506,KiDSDR4 J005327.836-282423.33 ,KIDS_13.5_-28.2 ,13.365984000000001,-28.406483,4.964500904083252,0.028348509222269058,22.109071731567383,21.701417922973633,20.718368530273438,20.51031494140625,20.32860565185547,20.187131881713867,19.924375534057617,19.831275939941406,19.671159744262695,0.08660998940467834,0.018746767193078995,0.008021784946322441,0.023015864193439484,0.019548900425434113,0.04640990123152733,0.03172130137681961,0.05337530001997948,0.05273199826478958,1.2912000357800935e-09,1.0299999742002797e-10,1.9285999464102588e-09,3.330000164503133e-11,4.777799933464166e-09,3.529999903495451e-11,6.557100196147303e-09,1.3900000594979645e-10,7240.21923828125,130.36158752441406,8270.7568359375,353.5343017578125,10600.255859375,309.7008361816406,11597.4365234375,570.1351318359375,13472.759765625,654.3445434570312,0.43000000000000005,0.43000000000000005,0.07380588352680206,0.05750903859734535,0.03978449106216431,0.029564140364527702,0.3626338308487183
308,467,13.35835,-28.43441,21.8,0.35129,KiDSDR4 J005326.012-282604.21 ,KIDS_13.5_-28.2 ,13.358384000000001,-28.434504,2.8972909450531006,0.030940869823098183,23.23579216003418,22.620107650756836,22.10478973388672,22.014406204223633,21.600303649902344,21.617233276367188,21.39456558227539,21.663623809814453,21.840726852416992,0.22904345393180847,0.04299377650022507,0.028227198868989944,0.09981365501880646,0.07604820281267166,0.14943799376487732,0.1211870014667511,0.287759006023407,0.3779579997062683,4.645500095712407e-10,9.799999700632611e-11,8.333599921250823e-10,3.29999985670959e-11,1.3423999689621269e-09,3.4899999556969874e-11,1.6533999724899218e-09,1.5199999592319102e-10,2245.73876953125,157.29820251464844,2216.935302734375,305.1343688964844,2737.87353515625,305.5945129394531,2145.474853515625,568.6271362304688,1826.813232421875,635.9361572265625,0.28,0.28,0.07146461308002472,0.05568474158644676,0.03852244094014168,0.028626300394535065,0.35510509475329377
309,468,13.35665,-28.42788,21.14,0.4512,KiDSDR4 J005325.608-282540.69 ,KIDS_13.5_-28.2 ,13.3567,-28.427970000000002,2.7292580604553223,0.029413770884275436,22.912691116333008,22.184484481811523,21.357723236083984,21.07741355895996,20.774019241333008,20.632976531982422,20.500463485717773,20.421159744262695,20.20808219909668,0.17140185832977295,0.028709787875413895,0.014271022751927376,0.04239749535918236,0.035599399358034134,0.06060370057821274,0.05348590016365051,0.09184720367193222,0.08444750308990479,6.252099948866885e-10,9.869999956224618e-11,1.2441999652779145e-09,3.289999869759974e-11,2.6703999012056556e-09,3.509999929596219e-11,3.918100066613306e-09,1.5300000155704652e-10,4806.3935546875,157.59326171875,5487.94580078125,306.3264465332031,6237.46826171875,307.2724609375,6737.1328125,569.9236450195312,8217.2451171875,639.1295166015625,0.27,0.27,0.07207922637462616,0.05616365000605583,0.03885374963283539,0.028872499242424965,0.36060131237554743
310,469,13.35488,-28.42757,21.07,0.45265,KiDSDR4 J005325.185-282539.57 ,KIDS_13.5_-28.2 ,13.354938,-28.427661,4.061141014099121,0.02429277077317238,,23.140106201171875,21.50568389892578,20.839109420776367,20.38579559326172,20.09215545654297,19.692049026489258,19.292451858520508,18.937177658081055,,0.0728088840842247,0.017380351200699806,0.03582333028316498,0.02606770023703575,0.038679398596286774,0.026848599314689636,0.03437390178442001,0.027773600071668625,,,5.159599969495332e-10,3.45999999484814e-11,2.3300998908126758e-09,3.729999989432464e-11,4.879599835305726e-09,1.6100000499452705e-10,6872.0986328125,164.99380493164062,9030.7890625,321.72259521484375,13133.4619140625,324.7700500488281,19053.265625,603.2171020507812,26490.548828125,677.6398315429688,0.61,0.62,0.0721629187464714,0.05622886121273041,0.03889887034893036,0.028906019404530525,0.3755516859139992
311,470,13.35301,-28.39352,22.22,0.43437,KiDSDR4 J005324.734-282337.02 ,KIDS_13.5_-28.2 ,13.353061,-28.393619,2.4005789756774902,0.2771691083908081,23.54671287536621,23.288785934448242,22.601457595825195,22.33576011657715,22.832843780517578,22.622766494750977,22.367996215820312,22.705289840698242,21.34676742553711,0.3212052583694458,0.07029841840267181,0.038763951510190964,0.1316525936126709,0.2300959974527359,0.4289970099925995,0.28822600841522217,0.736286997795105,0.23720699548721313,3.4816000082926735e-10,1.0299999742002797e-10,4.494400129839704e-10,2.9100000187298747e-11,8.486700231458144e-10,3.0299998621252655e-11,1.2287999506810365e-09,1.4900000677720016e-10,721.24951171875,152.85162353515625,877.68701171875,346.7920837402344,1116.570068359375,296.4116516113281,821.7575073242188,557.2709350585938,2878.59619140625,628.9044189453125,0.45,0.42000000000000004,0.07367762178182602,0.057409100234508514,0.039715349674224854,0.029512759298086166,0.3912895333196152
312,471,13.34881,-28.41739,21.0,0.50403,KiDSDR4 J005323.704-282503.17 ,KIDS_13.5_-28.2 ,13.34877,-28.417549,5.189785003662109,0.01668683998286724,22.525171279907227,22.605424880981445,21.66802978515625,21.366741180419922,21.217971801757812,21.14987564086914,21.028167724609375,20.68883514404297,20.95709991455078,0.12329504638910294,0.04257027432322502,0.017106786370277405,0.05501364544034004,0.04416180029511452,0.09658479690551758,0.08637029677629471,0.11663799732923508,0.16667699813842773,8.805999818228827e-10,1.000000013351432e-10,8.39100011695848e-10,3.289999869759974e-11,1.992900067193659e-09,3.1400000655157356e-11,2.980099944593917e-09,1.5100000416712334e-10,3192.11474609375,129.8378143310547,3408.100341796875,303.1773376464844,3835.580322265625,305.1202697753906,5264.34228515625,565.5353393554688,4121.68701171875,632.7420654296875,0.49,0.5,0.0732446014881134,0.05707170069217682,0.03948193043470383,0.02933930978178978,0.5862436388278094
313,472,13.34906,-28.41749,0.0,0.50412,KiDSDR4 J005323.801-282503.19 ,KIDS_13.5_-28.2 ,13.349171,-28.417554000000003,1.9370959997177124,0.326465904712677,23.033130645751953,22.72098159790039,21.848249435424805,21.641063690185547,21.403676986694336,21.319578170776367,21.224470138549805,20.90623664855957,21.17500114440918,0.19618110358715057,0.04580802470445633,0.019238628447055817,0.06802157312631607,0.05062200129032135,0.10933300107717514,0.09947259724140167,0.13662199676036835,0.19530899822711945,5.589699814123605e-10,1.0100000003010479e-10,7.584600170140732e-10,3.199999987213431e-11,1.6986999584744922e-09,3.009999888226034e-11,2.3304000951185344e-09,1.4600000375342148e-10,2690.3291015625,125.4354019165039,2915.008544921875,293.5398254394531,3201.169921875,293.2835693359375,4309.13232421875,542.2316284179688,3372.23583984375,606.6185302734375,0.47000000000000003,0.45,0.07323340326547623,0.057062968611717224,0.03947589918971062,0.029334820806980133,0.4202390531831203
